기준,이름,휴대폰번호,이메일,집주소,주민번호,생년월일,직업,카드번호,종교,정치정당,운전면허번호,IP주소,은행계좌번호,신용카드번호,병명(질환),sns계정
2015-04-13,김은주,054-029-6470,ijeongsug@example.net,대전광역시 중랑구 오금5거리 (유진김박읍),270716-1433578,1972-01-12,청소원,3557680176998227,천주교,민주당,MOK-342,174.242.120.90,EKBZ96244447183290,4129861727520,당뇨병,ugim
2006-04-06,이민석,033-778-4056,kmun@example.org,대구광역시 마포구 개포로 (병철박한읍),930729-1635412,1977-04-15,메이크업 아티스트 및 분장사,3563205157382134,무교,민주당,L34-92E,33.203.127.182,EHGV49203077574337,2267948815996057,암,lgweon
2012-03-10,김성수,044-494-4625,jihu07@example.com,서울특별시 종로구 봉은사거리 (민수김읍),390712-1090015,2013-06-18,기타 섬유 및 가죽 관련 기능 종사원,060473775264,불교,기타,406 IE8,46.95.137.169,JHGA16241553715011,4997860164055,고혈압,caeweon48
2002-09-18,이미숙,051-599-3760,fi@example.net,충청북도 군포시 서초중앙가 (수진고김면),360518-1689352,1999-09-11,통신 및 관련 장비 설치 및 수리원,6588746904472193,기독교,민주당,KDX 280,154.223.117.142,HBGG43222307739686,3529253173608853,당뇨병,fgim
2012-08-15,권영철,019-726-4307,yeweon24@example.com,경기도 증평군 압구정가,670403-1369055,1950-10-04,캐드원,345745670325046,천주교,민주당,923 WOF,121.144.30.241,PSXK66089336715084,3511563374493727,암,seoyeonghwan
2016-04-02,김정웅,032-390-5711,hyeonsug40@example.com,충청북도 안산시 상록구 테헤란거리,710014-1293873,1985-01-17,단열공,3541738712763882,불교,국민의힘,32C•469,84.44.73.21,WLBN72357725617690,36245576929417,없음,seongjin80
2018-02-21,박유진,064-760-0333,joyunseo@example.org,대구광역시 강동구 언주29거리 (민재조마을),810312-2679497,1937-08-04,목제품 제조관련 종사원,5194357302233019,기타,민주당,8C 8245B,84.89.2.179,VEUW66003867164905,4999125586569,고혈압,hyeonucoe
2016-03-21,김현정,062-293-5400,bgim@example.net,제주특별자치도 춘천시 서초대거리,290417-1523558,1985-05-14,경리 사무원,5353422975494541,무교,정의당,6A 4274O,34.149.41.181,EBQR75647461984922,3561887440635857,없음,mson
2012-04-06,서채원,055-047-0072,gimjeongsug@example.org,경기도 고양시 서초대가,680905-2405393,2018-09-30,상점 판매원,4533124677481,천주교,기타,42-3349J,45.197.92.246,NLKQ08561568557971,213152325700658,당뇨병,coejunyeong
2011-04-26,이명자,010-7736-0225,jangsanghyeon@example.org,부산광역시 서대문구 도산대로 (지우김동),290004-1733877,2017-02-10,감독 및 기술감독,3550755702298578,천주교,국민의힘,OVJ N50,89.41.224.55,KMDN77699348264002,30494060184925,천식,seonghuni
2002-09-18,한시우,064-706-3094,jinu74@example.net,서울특별시 중구 백제고분거리 (준호박박면),690323-2925409,1932-08-06,구두 미화원,342094310852355,기타,민주당,WE7 Z3Z,8.48.255.24,OPIJ81386948740887,675987982070,없음,seonyeong34
2018-08-08,박경수,011-898-9541,kgim@example.net,세종특별자치시 강북구 삼성5길,700307-1786256,1966-12-26,정육원 및 도축원,570701754485,기타,기타,566-HTOJ,114.240.36.69,NPOK58005043446488,4487921286066619,암,jcoe
2005-03-16,김민지,053-282-9011,oo@example.com,충청북도 수원시 영통구 도산대568길,130325-1361344,2006-06-11,선박 및 열차 객실승무원,180003447075173,무교,정의당,273-MAE,35.227.119.20,FXCF48216473554671,30530626720262,고혈압,jaehyeon67
2004-12-07,김경자,010-5563-1801,junyeonggim@example.com,충청북도 성남시 중원구 영동대086길 (상철이박읍),090619-1315297,1994-08-18,목재 가공관련 기계 조작원,30110788896125,기타,정의당,608 PZB,109.61.228.90,XFWJ56546296196646,30031547322908,천식,sanghuncoe
2024-07-21,손경수,041-701-9365,gimseonghyeon@example.org,서울특별시 금천구 오금1로 (은정심면),600804-2147043,1954-01-11,통신 및 관련 장비 설치 및 수리원,3524690716820005,기독교,국민의힘,WOL3393,97.193.207.177,QNOJ54639613147701,501861641287,천식,hyeonsug25
2004-10-27,김진호,033-498-2911,bryu@example.com,광주광역시 강북구 오금로 (경희이장마을),950508-1046139,1964-09-27,식품/섬유 공학 및 에너지 시험원,348144328807497,무교,기타,980WG,15.57.121.126,NZLD16638915422960,213141104360214,천식,gyeongsu56
2007-11-29,이예원,061-152-1502,caseungmin@example.net,광주광역시 동작구 압구정8거리 (정남김마을),710316-2763986,2019-03-08,우편물 집배원,4430256042067645,천주교,국민의힘,662-LLHL,28.230.31.66,OSCK85530184902621,2634526902447816,고혈압,sanghogim
2014-11-02,이준혁,052-873-1981,gyeonghyigim@example.net,광주광역시 광진구 오금67거리,210615-2876224,2013-11-27,주방 보조원,345781917028986,천주교,민주당,ZNB 036,146.179.66.64,DCDL14262724880832,2312717445002130,없음,yunyejin
2001-09-02,김현숙,055-268-7926,khong@example.com,충청북도 보은군 석촌호수3거리,990428-1632680,1912-02-21,환경공학 시험원,4266477901125816,천주교,기타,635IGH,35.6.52.79,UHTU79660519496856,676203663155,당뇨병,zeom
2004-03-07,김옥자,032-689-3545,kha@example.com,경상북도 삼척시 압구정7가 (유진양마을),630201-2956394,1918-06-16,병무행정 사무원,580458104024,천주교,민주당,476 0NO,78.25.196.89,TQVV44232099039814,4232131830493727,암,junyeonggim
2003-08-28,황상호,033-151-2302,abag@example.net,경상남도 청주시 흥덕구 언주길,870927-2274717,1942-08-23,성직자,3563216361331205,무교,민주당,99DH195,44.180.228.164,ONJT05573265761473,675942857599,없음,seungmingim
2022-07-01,김영철,042-213-0536,bagogja@example.com,경기도 부여군 영동대9길,470519-1845621,2008-04-01,미용사,4112471127442473,천주교,국민의힘,81-27034,85.240.143.154,CGJQ62490003300045,30178480194032,천식,jeongsigi
2022-12-03,김영일,032-552-8705,yeeun07@example.net,강원도 부천시 원미구 봉은사길 (상훈김고읍),330502-2548058,1918-12-14,목제품 제조관련 종사원,4510150734076513890,불교,정의당,387AAM,112.57.113.202,YRZG71070686465129,4836119095889549,고혈압,junhyeognam
2002-12-31,문정자,02-9132-3046,ihyeonju@example.com,인천광역시 동구 역삼로 (은서박김면),520808-1691919,1920-05-30,곡물가공제품 기계 조작원,4936845606935731491,불교,기타,17-Q207,80.5.6.212,HISC41981911197316,371676757126360,당뇨병,qcoe
2016-10-08,전성호,064-756-6370,sugja45@example.org,경상남도 오산시 양재천33길 (서준김류면),450821-1175520,1987-05-12,직업 운동선수,343962799760522,기독교,국민의힘,597-FET,200.9.42.140,FRJM81478350831083,4660261765588307,암,anhyeonjun
2024-02-09,강하윤,042-111-3085,gimyeongsig@example.org,전라남도 청주시 흥덕구 도산대19거리 (예지서동),890425-1937189,2012-11-06,기타 직물 및 신발 관련 기계조작원 및 조립원,3501955201327304,천주교,민주당,437R,18.205.49.125,MEWU35377518671675,3535756245645408,없음,doyun17
2015-02-04,이지민,055-393-6390,yeonghwan78@example.com,울산광역시 도봉구 봉은사61로,940526-2787675,2019-07-19,보건의료관련 관리자,3574539276444822,불교,민주당,W43 5EG,162.226.211.186,NJWC92486865032949,6011529238553962,없음,hanjunyeong
2001-02-13,홍지영,031-192-7574,yejun91@example.com,인천광역시 용산구 양재천27로,030421-1891998,1999-12-02,택배원,342396549379120,무교,기타,I94-DOY,132.97.75.48,LJJU28868683338001,4485153987539668,당뇨병,gimdoyun
2016-09-01,박주원,02-5472-8268,si@example.org,대전광역시 강서구 서초중앙5길,730723-1911929,1997-09-24,연구 관리자,4184867099028,기타,기타,DQU-882,115.46.119.171,ZWQD34798730606087,4154597554560640,암,ngim
2019-09-20,송진우,053-954-0448,hyeonjii@example.com,대구광역시 영등포구 양재천가 (혜진최구읍),570609-1779453,1959-07-22,인터넷 판매원,675931153711,천주교,기타,OV 67872,169.189.166.44,COZN93477135315366,4631530222095841,당뇨병,gangjunhyeog
2024-04-08,윤서현,064-776-4816,wgim@example.net,울산광역시 종로구 양재천03길 (민준안면),610822-1509530,1968-11-04,생산 및 품질 관리 사무원,3545074604687005,불교,기타,VJF-0071,60.88.170.2,HSFX82006756842032,639026237748,천식,jeongsunbag
2011-10-08,임영순,061-934-1754,ryuogsun@example.com,강원도 강릉시 개포가 (지민강리),530226-2257834,2006-07-23,전기 부품 및 제품제조 기계조작원,30411768307970,무교,정의당,46DH375,98.160.41.170,KCKT94879197684159,4723101587908,암,dohyeon51
2006-11-02,백서준,070-5596-9669,dgweon@example.net,전라북도 수원시 장안구 봉은사가,900723-1829758,1915-06-05,기타 사회복지관련 종사원,3505393745781040,불교,기타,366 6877,189.52.187.41,ZICC14545390912837,38940674869741,당뇨병,sanghogim
2006-03-15,김은서,051-388-9354,eyu@example.org,대구광역시 강동구 영동대거리 (종수김조읍),000922-2678496,1929-05-24,청소원,4465036910652,불교,기타,328SAN,195.239.23.250,NASW40727897064925,4114573399350892,당뇨병,junho60
2010-08-17,윤성호,041-356-2678,ogim@example.org,충청북도 보은군 개포7거리 (현준김권리),730311-2329784,1954-11-24,스포츠 및 레크레이션 강사,180028958620752,천주교,정의당,6GK4219,83.41.195.185,WCUS13943182664089,3587862236794606,당뇨병,pbae
2005-03-24,장성호,064-768-5947,yejun53@example.com,전라북도 이천시 학동42거리 (지원이동),530005-1276489,1932-05-19,보험 설계사 및 간접투자증권 판매인,375514905889264,기타,정의당,ZIA 560,22.168.108.176,ABDN37314235883150,3504880642212377,고혈압,seongsu08
2010-01-27,이영철,055-426-7949,yejun20@example.com,대구광역시 서초구 삼성777로,940910-1032371,1941-01-15,배우 및 모델,340207543785372,무교,국민의힘,LG9 U1X,204.13.145.152,NFCO08176285259717,4858151886791702,당뇨병,gyeongsu13
2003-12-31,권정순,010-4659-5146,yeonggilbag@example.net,경상북도 용인시 백제고분길,530427-2405527,1986-04-16,기타 비금속제품관련 생산기 조작원,213107898010463,기타,정의당,76-7626V,148.29.94.18,VKBW16538973340465,3556975088978445,천식,ku
2006-10-05,김은영,054-052-5324,him@example.com,광주광역시 남구 오금64길,100800-1388729,2021-11-14,측량 및 지리정보 전문가,344434863470528,무교,정의당,U59-ZLM,55.30.69.127,NFCK41784981212499,3506294162955969,암,eunseogim
2017-03-30,이승현,041-399-6034,boram19@example.net,대전광역시 동대문구 백제고분가 (선영윤서마을),000602-2693620,1969-10-10,과수작물 재배원,502031125177,기타,민주당,683-459,51.236.186.94,OOWU44424486581739,375130020542751,고혈압,minjaeryu
2016-09-21,송민재,063-373-5595,vbag@example.com,세종특별자치시 영등포구 잠실7길,130116-1604128,1929-10-25,기술 및 기능계 강사,180047058335830,기타,국민의힘,ZXF 211,128.76.43.196,KXNB01195188332838,213136153066217,천식,isunog
2011-06-03,김미정,055-687-9786,yeongsun00@example.net,강원도 수원시 영통구 강남대49로 (지훈류마을),540520-2574449,1993-02-10,사서 및 기록물관리사,3548774302471613,불교,국민의힘,3-H8957,218.89.164.154,NEFY32020085658603,213152513579641,없음,ryun
2017-11-19,박영진,041-343-5807,ugim@example.org,경상북도 보은군 압구정104로,530317-1912451,1964-02-28,단조기 조작원,30114859584313,무교,기타,8RQ 168,60.25.111.251,PBKH35726566159571,2720512712256741,고혈압,psim
2011-05-28,심예준,032-400-9575,junyeong14@example.org,전라북도 수원시 권선구 가락가 (준호박동),250416-1460778,2018-08-17,목재 가공관련 기계 조작원,30022729443844,무교,정의당,ZHQ 725,6.161.78.202,OOGR47335093851264,30585502809449,천식,cunjagim
2000-12-20,이성호,051-103-4124,eungyeong66@example.net,세종특별자치시 구로구 서초대길 (영자박동),180021-2636525,1933-11-24,정부 및 공공 행정 전문가,639099447513,기타,국민의힘,233 9MS,128.191.5.32,EBUW46462037992986,3580727317067395,당뇨병,seonghunjang
2003-01-23,김병철,032-490-3269,gwangsu19@example.net,충청북도 부천시 오금181가 (정자문김면),250220-1999943,1970-07-13,가축 사육 종사원,30169855505670,무교,기타,146-401,10.79.203.74,QSXY70540711771907,6543802726275993,없음,minjaei
2023-03-20,한미정,017-427-0638,seongjincoe@example.org,대구광역시 노원구 서초대2길,310607-1503622,1932-08-23,공예원,4552179671009,기타,국민의힘,62U S47,175.210.227.30,SLKG51495292127745,4356284409838,천식,ogsunbag
2002-08-30,전종수,070-5907-6232,cunja16@example.net,제주특별자치도 금산군 잠실9로,180708-1615784,1940-11-19,제빵원 및 제과원,180093895816830,불교,국민의힘,270 SOR,166.141.135.61,WUPL89440768426380,4923037443909,당뇨병,vi
2017-11-19,이지후,017-294-8710,hyeonjun13@example.com,인천광역시 강북구 영동대거리 (은지서리),620823-2551842,1964-12-04,곡식작물 재배원,4963088852553413,기타,국민의힘,EAC 056,133.190.12.137,UIOL08668650740588,3575959007665025,고혈압,myeongja21
2023-03-06,하도윤,033-487-0757,yeongsugi@example.com,제주특별자치도 태안군 봉은사로 (현준문박읍),470300-2835993,2024-04-27,전기/전자 및 기계 공학 시험원,4778537855267475,기독교,정의당,97E 5657,4.167.122.218,CACS38845120062084,371237333539780,없음,jeongungbag
2011-10-26,류보람,051-255-7959,bagsanghun@example.org,경기도 시흥시 강남대573길 (현우이서면),460127-2852780,1921-02-14,배관 세정원 및 방역원,180003726065390,불교,정의당,47XV843,133.172.81.9,WGCS45128407744348,676286953994,암,seojun94
2008-05-03,박미경,062-436-8530,yi@example.com,서울특별시 동대문구 영동대3길 (미영장면),760325-1076811,1912-02-11,기타 배관공,3581059809964700,기타,기타,072 5QR,113.26.255.15,UBPM06528125958246,502091612908,당뇨병,juweonjang
2004-03-22,이미정,033-141-3882,ansubin@example.com,광주광역시 동작구 잠실061로 (정자이김읍),050325-1293040,1966-04-07,용접원,4576852089109620275,불교,정의당,KKK 105,186.222.200.249,HBUH92591649983543,30373685115979,암,yujin98
2016-04-22,성광수,070-2121-2945,kgim@example.net,충청북도 의정부시 서초중앙946거리,080609-2655847,1921-12-31,가사 도우미,639092738660,기독교,기타,ZGP-562,21.95.189.6,HOFD83427760344307,344506894671388,당뇨병,yeongsuggim
2006-07-05,민하윤,041-357-7550,pgim@example.com,경상북도 구리시 백제고분로 (현정정마을),260815-1709343,1971-10-05,선장/항해사 및 도선사,378502566069141,불교,민주당,738-XOA,17.137.22.216,CPCG19736443489131,4618505116079009,천식,gimeungyeong
2003-10-21,김주원,044-533-5990,coemigyeong@example.com,전라남도 강릉시 삼성가 (민수곽면),200509-1890019,1965-01-31,양식원,6517343446576503,기타,민주당,VIA-2047,216.143.177.143,TXPO60503368945699,575240491556,없음,jieunryu
2015-05-11,한예은,016-847-6248,gimyeongsug@example.org,충청북도 성남시 수정구 개포5거리,740203-2303689,2004-06-27,영양사,3594403984683237,천주교,민주당,RAT-4555,19.225.230.210,OVDQ00418354539369,30386359268759,당뇨병,sinseonyeong
2008-08-09,김정순,017-795-7075,yi@example.net,대구광역시 동작구 백제고분5로,810401-1152873,1973-05-28,정부 및 공공 행정 전문가,3541666703906873,천주교,민주당,2ZSQ 29,13.99.184.122,LPUX78691445419985,213104926922447,천식,ao
2010-04-28,김정식,010-1753-9446,ihyeonji@example.org,대전광역시 양천구 석촌호수27로 (예준이리),340924-2549034,2007-02-09,전기/전자 및 기계 공학 시험원,4896033270611643,불교,민주당,LFP 427,173.138.179.219,CPHO55393262200889,4993556166919359,없음,seunghyeon02
2003-03-17,정현지,064-723-6037,zjang@example.org,전라북도 천안시 서북구 논현길,480220-1662678,1950-07-31,섬유공학 기술자 및 연구원,30187799486765,기독교,기타,AIH5978,156.7.5.146,XRKF08728424223453,3575795667455822,천식,mgim
2011-10-10,배준호,042-753-8416,seonggyeongsug@example.com,경기도 광주시 잠실688길 (지현안최면),200915-1531141,1990-04-04,전자공학 기술자 및 연구원,4573764912680311,기독교,정의당,76-EP54,11.184.7.28,REVD53860187019080,180091667413570,당뇨병,dohyeon72
2012-06-28,김준서,051-911-5409,jangjihun@example.org,전라남도 하남시 도산대6거리 (종수백김면),370206-1677228,2013-08-10,기타 의료/복지 관련 서비스 종사원,2272417920347153,무교,국민의힘,2-77883,116.3.174.207,KJTR35310954919538,6011199451443521,당뇨병,gyeongsug08
